treat.pair,site,disturbance.type,disturbed/control,ht,lad,lowCI,uppCI
1,TNF Seca Floresta,drought,control,1,0,0,0
1,TNF Seca Floresta,drought,control,2,0,0,0
1,TNF Seca Floresta,drought,control,3,0.072147013,0.052560353,0.091733673
1,TNF Seca Floresta,drought,control,4,0.403469037,0.310414533,0.496523542
1,TNF Seca Floresta,drought,control,5,0.400102593,0.342327755,0.457877432
1,TNF Seca Floresta,drought,control,6,0.529761822,0.41617363,0.643350014
1,TNF Seca Floresta,drought,control,7,0.523717547,0.420060425,0.627374668
1,TNF Seca Floresta,drought,control,8,0.441534121,0.349944171,0.533124071
1,TNF Seca Floresta,drought,control,9,0.417535052,0.314274504,0.5207956
1,TNF Seca Floresta,drought,control,10,0.400579962,0.292764688,0.508395235
1,TNF Seca Floresta,drought,control,11,0.31423285,0.218597016,0.409868683
1,TNF Seca Floresta,drought,control,12,0.22518577,0.137830992,0.312540547
1,TNF Seca Floresta,drought,control,13,0.193910199,0.122744233,0.265076166
1,TNF Seca Floresta,drought,control,14,0.184449171,0.11511946,0.253778882
1,TNF Seca Floresta,drought,control,15,0.163281297,0.096648847,0.229913747
1,TNF Seca Floresta,drought,control,16,0.12534912,0.060744479,0.18995376
1,TNF Seca Floresta,drought,control,17,0.063535331,0.026739741,0.100330921
1,TNF Seca Floresta,drought,control,18,0.091801951,0.042803051,0.14080085
1,TNF Seca Floresta,drought,control,19,0.08060284,0.033410598,0.127795082
1,TNF Seca Floresta,drought,control,20,0.057996421,0.022618522,0.093374319
1,TNF Seca Floresta,drought,control,21,0.060354832,0.02866301,0.092046655
1,TNF Seca Floresta,drought,control,22,0.058984216,0.024460189,0.093508242
1,TNF Seca Floresta,drought,control,23,0.084478142,0.044063022,0.124893262
1,TNF Seca Floresta,drought,control,24,0.070348784,0.027098197,0.11359937
1,TNF Seca Floresta,drought,control,25,0.121950437,0.060511057,0.183389817
1,TNF Seca Floresta,drought,control,26,0.107070399,0.056238129,0.157902669
1,TNF Seca Floresta,drought,control,27,0.131640066,0.071168976,0.192111157
1,TNF Seca Floresta,drought,control,28,0.043033961,0.013615992,0.07245193
1,TNF Seca Floresta,drought,control,29,0.036646587,-0.003655859,0.076949033
1,TNF Seca Floresta,drought,control,30,0.035297968,0.001867784,0.068728152
1,TNF Seca Floresta,drought,control,31,0.023801427,-0.000230942,0.047833796
1,TNF Seca Floresta,drought,control,32,0.037317701,0.003775006,0.070860395
1,TNF Seca Floresta,drought,control,33,0.03543231,0.001431984,0.069432636
1,TNF Seca Floresta,drought,control,34,0.017817469,0.00175415,0.033880788
1,TNF Seca Floresta,drought,control,35,0.018690859,-0.000403758,0.037785476
1,TNF Seca Floresta,drought,control,36,0.016701899,0.000873533,0.032530265
1,TNF Seca Floresta,drought,control,37,0.005509677,-0.001429123,0.012448478
1,TNF Seca Floresta,drought,control,38,0.011510121,-0.00401112,0.027031363
1,TNF Seca Floresta,drought,control,39,0.003704355,-0.003474306,0.010883015
1,TNF Seca Floresta,drought,control,40,9.62E-05,-9.24E-05,0.000284752
1,TNF Seca Floresta,drought,control,41,0.000690132,-0.000662527,0.002042792
1,TNF Seca Floresta,drought,control,42,0.011161428,-0.010714971,0.033037827
1,TNF Seca Floresta,drought,control,43,0.000889353,-0.000853778,0.002632483
1,TNF Seca Floresta,drought,control,44,0,0,0
1,TNF Seca Floresta,drought,control,45,0,0,0
1,TNF Seca Floresta,drought,control,46,0,0,0
1,TNF Seca Floresta,drought,control,47,0,0,0
1,TNF Seca Floresta,drought,control,48,0,0,0
1,TNF Seca Floresta,drought,control,49,0,0,0
1,TNF Seca Floresta,drought,control,50,0,0,0
1,TNF Seca Floresta,drought,control,51,0,0,0
1,TNF Seca Floresta,drought,control,52,0,0,0
1,TNF Seca Floresta,drought,control,53,0,0,0
1,TNF Seca Floresta,drought,control,54,0,0,0
1,TNF Seca Floresta,drought,control,55,0,0,0
1,TNF Seca Floresta,drought,control,56,0,0,0
1,TNF Seca Floresta,drought,control,57,0,0,0
1,TNF Seca Floresta,drought,control,58,0,0,0
1,TNF Seca Floresta,drought,control,59,0,0,0
1,TNF Seca Floresta,drought,control,60,0,0,0
1,TNF Seca Floresta,drought,disturbed,1,0,0,0
1,TNF Seca Floresta,drought,disturbed,2,0,0,0
1,TNF Seca Floresta,drought,disturbed,3,0.065424078,0.034085059,0.096763097
1,TNF Seca Floresta,drought,disturbed,4,0.347181556,0.274907356,0.419455756
1,TNF Seca Floresta,drought,disturbed,5,0.441201945,0.352999241,0.529404649
1,TNF Seca Floresta,drought,disturbed,6,0.516399424,0.432931885,0.599866963
1,TNF Seca Floresta,drought,disturbed,7,0.615103052,0.494881584,0.73532452
1,TNF Seca Floresta,drought,disturbed,8,0.422017672,0.343620726,0.500414617
1,TNF Seca Floresta,drought,disturbed,9,0.435985322,0.35240032,0.519570324
1,TNF Seca Floresta,drought,disturbed,10,0.357088742,0.253697222,0.460480263
1,TNF Seca Floresta,drought,disturbed,11,0.322938249,0.238335322,0.407541175
1,TNF Seca Floresta,drought,disturbed,12,0.255722275,0.165337348,0.346107202
1,TNF Seca Floresta,drought,disturbed,13,0.257199134,0.163883857,0.35051441
1,TNF Seca Floresta,drought,disturbed,14,0.223294698,0.11626542,0.330323975
1,TNF Seca Floresta,drought,disturbed,15,0.159119945,0.07985264,0.238387249
1,TNF Seca Floresta,drought,disturbed,16,0.165393559,0.064834106,0.265953011
1,TNF Seca Floresta,drought,disturbed,17,0.139086922,0.073950892,0.204222952
1,TNF Seca Floresta,drought,disturbed,18,0.148043522,0.077112504,0.21897454
1,TNF Seca Floresta,drought,disturbed,19,0.088298057,0.046938448,0.129657665
1,TNF Seca Floresta,drought,disturbed,20,0.086723524,0.04224302,0.131204029
1,TNF Seca Floresta,drought,disturbed,21,0.102837359,0.053033817,0.152640902
1,TNF Seca Floresta,drought,disturbed,22,0.057824185,0.017197616,0.098450754
1,TNF Seca Floresta,drought,disturbed,23,0.04784398,0.011573861,0.084114098
1,TNF Seca Floresta,drought,disturbed,24,0.0421316,0.010683953,0.073579247
1,TNF Seca Floresta,drought,disturbed,25,0.038788274,0.012814836,0.064761711
1,TNF Seca Floresta,drought,disturbed,26,0.015669187,0.004209802,0.027128572
1,TNF Seca Floresta,drought,disturbed,27,0.047661152,0.014749393,0.080572911
1,TNF Seca Floresta,drought,disturbed,28,0.057225232,0.007831087,0.106619377
1,TNF Seca Floresta,drought,disturbed,29,0.035073265,-0.001448727,0.071595256
1,TNF Seca Floresta,drought,disturbed,30,0.06149745,0.013096986,0.109897914
1,TNF Seca Floresta,drought,disturbed,31,0.022372545,-0.000694138,0.045439228
1,TNF Seca Floresta,drought,disturbed,32,0.027950654,0.00229627,0.053605038
1,TNF Seca Floresta,drought,disturbed,33,0.026734862,0.007756877,0.045712847
1,TNF Seca Floresta,drought,disturbed,34,0.027038419,0.00655717,0.047519669
1,TNF Seca Floresta,drought,disturbed,35,0.007301494,-0.004375403,0.018978392
1,TNF Seca Floresta,drought,disturbed,36,0.017050143,-0.007445041,0.041545326
1,TNF Seca Floresta,drought,disturbed,37,0.002606626,-0.001449768,0.006663021
1,TNF Seca Floresta,drought,disturbed,38,0.016179068,-0.011355637,0.043713772
1,TNF Seca Floresta,drought,disturbed,39,0.001037583,-0.00099608,0.003071247
1,TNF Seca Floresta,drought,disturbed,40,0,0,0
1,TNF Seca Floresta,drought,disturbed,41,0,0,0
1,TNF Seca Floresta,drought,disturbed,42,0,0,0
1,TNF Seca Floresta,drought,disturbed,43,0,0,0
1,TNF Seca Floresta,drought,disturbed,44,0,0,0
1,TNF Seca Floresta,drought,disturbed,45,0,0,0
1,TNF Seca Floresta,drought,disturbed,46,0,0,0
1,TNF Seca Floresta,drought,disturbed,47,0,0,0
1,TNF Seca Floresta,drought,disturbed,48,0,0,0
1,TNF Seca Floresta,drought,disturbed,49,0,0,0
1,TNF Seca Floresta,drought,disturbed,50,0,0,0
1,TNF Seca Floresta,drought,disturbed,51,0,0,0
1,TNF Seca Floresta,drought,disturbed,52,0,0,0
1,TNF Seca Floresta,drought,disturbed,53,0,0,0
1,TNF Seca Floresta,drought,disturbed,54,0,0,0
1,TNF Seca Floresta,drought,disturbed,55,0,0,0
1,TNF Seca Floresta,drought,disturbed,56,0,0,0
1,TNF Seca Floresta,drought,disturbed,57,0,0,0
1,TNF Seca Floresta,drought,disturbed,58,0,0,0
1,TNF Seca Floresta,drought,disturbed,59,0,0,0
1,TNF Seca Floresta,drought,disturbed,60,0,0,0
2,Caxiuanã,drought,control,1,0,0,0
2,Caxiuanã,drought,control,2,0,0,0
2,Caxiuanã,drought,control,3,0.254020641,0.191371961,0.31666932
2,Caxiuanã,drought,control,4,0.442967953,0.349313014,0.536622892
2,Caxiuanã,drought,control,5,0.28608798,0.231508565,0.340667394
2,Caxiuanã,drought,control,6,0.248190104,0.185991551,0.310388656
2,Caxiuanã,drought,control,7,0.238975037,0.183074243,0.294875832
2,Caxiuanã,drought,control,8,0.189598112,0.147783009,0.231413214
2,Caxiuanã,drought,control,9,0.181400502,0.124724388,0.238076616
2,Caxiuanã,drought,control,10,0.162512637,0.10401289,0.221012384
2,Caxiuanã,drought,control,11,0.188493855,0.125874752,0.251112957
2,Caxiuanã,drought,control,12,0.142966461,0.09901611,0.186916812
2,Caxiuanã,drought,control,13,0.146300332,0.092544267,0.200056398
2,Caxiuanã,drought,control,14,0.173010097,0.126185209,0.219834986
2,Caxiuanã,drought,control,15,0.198019446,0.134518691,0.261520201
2,Caxiuanã,drought,control,16,0.202195716,0.141090029,0.263301403
2,Caxiuanã,drought,control,17,0.180422963,0.13423953,0.226606396
2,Caxiuanã,drought,control,18,0.196325732,0.129382966,0.263268499
2,Caxiuanã,drought,control,19,0.21832588,0.148884454,0.287767305
2,Caxiuanã,drought,control,20,0.224143713,0.14889198,0.299395447
2,Caxiuanã,drought,control,21,0.196807829,0.133781832,0.259833825
2,Caxiuanã,drought,control,22,0.225187257,0.168241429,0.282133085
2,Caxiuanã,drought,control,23,0.194167564,0.134482113,0.253853016
2,Caxiuanã,drought,control,24,0.149710774,0.098714593,0.200706954
2,Caxiuanã,drought,control,25,0.088838729,0.053632078,0.12404538
2,Caxiuanã,drought,control,26,0.090938524,0.050707816,0.131169232
2,Caxiuanã,drought,control,27,0.082330964,0.041155157,0.123506771
2,Caxiuanã,drought,control,28,0.085259108,0.0374863,0.133031916
2,Caxiuanã,drought,control,29,0.054999751,0.01195374,0.098045762
2,Caxiuanã,drought,control,30,0.035969009,0.006840776,0.065097242
2,Caxiuanã,drought,control,31,0.064921302,0.029449697,0.100392906
2,Caxiuanã,drought,control,32,0.057293988,0.0185512,0.096036777
2,Caxiuanã,drought,control,33,0.057657242,0.013879459,0.101435025
2,Caxiuanã,drought,control,34,0.035797036,-0.005492222,0.077086294
2,Caxiuanã,drought,control,35,0.026128006,-8.55E-05,0.052341542
2,Caxiuanã,drought,control,36,0.016828241,-0.004849617,0.038506098
2,Caxiuanã,drought,control,37,0.015589099,-0.000650532,0.031828731
2,Caxiuanã,drought,control,38,0.003757838,-0.001963771,0.009479447
2,Caxiuanã,drought,control,39,0.003766128,-0.00087287,0.008405126
2,Caxiuanã,drought,control,40,0.008845289,-0.003055877,0.020746455
2,Caxiuanã,drought,control,41,0.0021417,-0.001510062,0.005793461
2,Caxiuanã,drought,control,42,0.005475185,-0.003139199,0.01408957
2,Caxiuanã,drought,control,43,0.004086179,-0.003401919,0.011574276
2,Caxiuanã,drought,control,44,0.007447407,-0.004046826,0.01894164
2,Caxiuanã,drought,control,45,0.008695714,-0.008347885,0.025739313
2,Caxiuanã,drought,control,46,0.005716651,-0.005487985,0.016921286
2,Caxiuanã,drought,control,47,0,0,0
2,Caxiuanã,drought,control,48,0,0,0
2,Caxiuanã,drought,control,49,0,0,0
2,Caxiuanã,drought,control,50,0,0,0
2,Caxiuanã,drought,control,51,0,0,0
2,Caxiuanã,drought,control,52,0,0,0
2,Caxiuanã,drought,control,53,0.005112134,-0.004907649,0.015131917
2,Caxiuanã,drought,control,54,0.004579722,-0.004396533,0.013555977
2,Caxiuanã,drought,control,55,0,0,0
2,Caxiuanã,drought,control,56,0,0,0
2,Caxiuanã,drought,control,57,0,0,0
2,Caxiuanã,drought,control,58,0,0,0
2,Caxiuanã,drought,control,59,0,0,0
2,Caxiuanã,drought,control,60,0,0,0
2,Caxiuanã,drought,disturbed,1,0,0,0
2,Caxiuanã,drought,disturbed,2,0,0,0
2,Caxiuanã,drought,disturbed,3,0.03976382,0.027523338,0.052004302
2,Caxiuanã,drought,disturbed,4,0.106785287,0.081730487,0.131840087
2,Caxiuanã,drought,disturbed,5,0.220363265,0.173825528,0.266901001
2,Caxiuanã,drought,disturbed,6,0.2304305,0.185587525,0.275273474
2,Caxiuanã,drought,disturbed,7,0.225366549,0.182949421,0.267783678
2,Caxiuanã,drought,disturbed,8,0.206816465,0.162408136,0.251224794
2,Caxiuanã,drought,disturbed,9,0.248880085,0.200500128,0.297260042
2,Caxiuanã,drought,disturbed,10,0.224676378,0.182793254,0.266559503
2,Caxiuanã,drought,disturbed,11,0.182889838,0.141123007,0.22465667
2,Caxiuanã,drought,disturbed,12,0.205084683,0.167092405,0.24307696
2,Caxiuanã,drought,disturbed,13,0.201935727,0.167388385,0.236483069
2,Caxiuanã,drought,disturbed,14,0.231387059,0.189296792,0.273477327
2,Caxiuanã,drought,disturbed,15,0.222258678,0.176809913,0.267707442
2,Caxiuanã,drought,disturbed,16,0.222768419,0.181657782,0.263879056
2,Caxiuanã,drought,disturbed,17,0.218126073,0.180978762,0.255273384
2,Caxiuanã,drought,disturbed,18,0.273987703,0.227891673,0.320083733
2,Caxiuanã,drought,disturbed,19,0.247760332,0.199741321,0.295779343
2,Caxiuanã,drought,disturbed,20,0.218842044,0.168563134,0.269120955
2,Caxiuanã,drought,disturbed,21,0.204655366,0.152979993,0.256330738
2,Caxiuanã,drought,disturbed,22,0.169894532,0.12844685,0.211342215
2,Caxiuanã,drought,disturbed,23,0.218550549,0.166502265,0.270598833
2,Caxiuanã,drought,disturbed,24,0.132124925,0.096998435,0.167251415
2,Caxiuanã,drought,disturbed,25,0.127755452,0.091671807,0.163839097
2,Caxiuanã,drought,disturbed,26,0.097728785,0.062570418,0.132887151
2,Caxiuanã,drought,disturbed,27,0.141733272,0.090863753,0.192602792
2,Caxiuanã,drought,disturbed,28,0.092548813,0.064447757,0.12064987
2,Caxiuanã,drought,disturbed,29,0.094276895,0.065262976,0.123290814
2,Caxiuanã,drought,disturbed,30,0.078780309,0.040136633,0.117423985
2,Caxiuanã,drought,disturbed,31,0.069201531,0.034953982,0.103449079
2,Caxiuanã,drought,disturbed,32,0.03801598,0.019413526,0.056618434
2,Caxiuanã,drought,disturbed,33,0.062990072,0.037879466,0.088100677
2,Caxiuanã,drought,disturbed,34,0.049290986,0.026004547,0.072577426
2,Caxiuanã,drought,disturbed,35,0.038138902,0.016842947,0.059434857
2,Caxiuanã,drought,disturbed,36,0.039572733,0.018791911,0.060353554
2,Caxiuanã,drought,disturbed,37,0.03427998,0.015103547,0.053456412
2,Caxiuanã,drought,disturbed,38,0.017283179,0.005476053,0.029090306
2,Caxiuanã,drought,disturbed,39,0.015281866,0.006988527,0.023575204
2,Caxiuanã,drought,disturbed,40,0.018189925,0.003839688,0.032540161
2,Caxiuanã,drought,disturbed,41,0.00991331,0.000972551,0.01885407
2,Caxiuanã,drought,disturbed,42,0.003748713,6.44E-05,0.007432982
2,Caxiuanã,drought,disturbed,43,0.004546148,-0.000444187,0.009536484
2,Caxiuanã,drought,disturbed,44,0.002630531,-0.00083236,0.006093421
2,Caxiuanã,drought,disturbed,45,9.55E-05,-7.50E-05,0.000266071
2,Caxiuanã,drought,disturbed,46,0,0,0
2,Caxiuanã,drought,disturbed,47,0,0,0
2,Caxiuanã,drought,disturbed,48,0,0,0
2,Caxiuanã,drought,disturbed,49,0,0,0
2,Caxiuanã,drought,disturbed,50,0,0,0
2,Caxiuanã,drought,disturbed,51,0,0,0
2,Caxiuanã,drought,disturbed,52,0,0,0
2,Caxiuanã,drought,disturbed,53,0,0,0
2,Caxiuanã,drought,disturbed,54,0,0,0
2,Caxiuanã,drought,disturbed,55,0,0,0
2,Caxiuanã,drought,disturbed,56,0,0,0
2,Caxiuanã,drought,disturbed,57,0,0,0
2,Caxiuanã,drought,disturbed,58,0,0,0
2,Caxiuanã,drought,disturbed,59,0,0,0
2,Caxiuanã,drought,disturbed,60,0,0,0
3,TNF K83,selective logging,control,1,0,0,0
3,TNF K83,selective logging,control,2,0,0,0
3,TNF K83,selective logging,control,3,0.006755215,0.000519724,0.012990706
3,TNF K83,selective logging,control,4,0.181012304,0.106781703,0.255242905
3,TNF K83,selective logging,control,5,0.323491128,0.262230897,0.38475136
3,TNF K83,selective logging,control,6,0.319321948,0.209269062,0.429374834
3,TNF K83,selective logging,control,7,0.192395225,0.109419731,0.275370719
3,TNF K83,selective logging,control,8,0.24732063,0.152026252,0.342615009
3,TNF K83,selective logging,control,9,0.269831225,0.159603712,0.380058738
3,TNF K83,selective logging,control,10,0.296410095,0.133397839,0.459422351
3,TNF K83,selective logging,control,11,0.299194233,0.223670876,0.37471759
3,TNF K83,selective logging,control,12,0.245598048,0.159644657,0.33155144
3,TNF K83,selective logging,control,13,0.270264551,0.15205928,0.388469823
3,TNF K83,selective logging,control,14,0.255568488,0.144406667,0.36673031
3,TNF K83,selective logging,control,15,0.300835,0.218111588,0.383558412
3,TNF K83,selective logging,control,16,0.24589258,0.158565635,0.333219525
3,TNF K83,selective logging,control,17,0.274370068,0.177397723,0.371342414
3,TNF K83,selective logging,control,18,0.267193376,0.111030751,0.423356002
3,TNF K83,selective logging,control,19,0.272419602,0.157777118,0.387062085
3,TNF K83,selective logging,control,20,0.246140848,0.157224946,0.33505675
3,TNF K83,selective logging,control,21,0.219418048,0.14583513,0.293000966
3,TNF K83,selective logging,control,22,0.193555574,0.115883978,0.27122717
3,TNF K83,selective logging,control,23,0.205643478,0.10712235,0.304164605
3,TNF K83,selective logging,control,24,0.115477477,0.041799693,0.18915526
3,TNF K83,selective logging,control,25,0.160909331,0.066781665,0.255036996
3,TNF K83,selective logging,control,26,0.102468117,0.03840187,0.166534364
3,TNF K83,selective logging,control,27,0.105171439,0.011355921,0.198986957
3,TNF K83,selective logging,control,28,0.051038426,0.009724604,0.092352248
3,TNF K83,selective logging,control,29,0.046520761,0.007323354,0.085718167
3,TNF K83,selective logging,control,30,0.059217685,0.002647949,0.115787421
3,TNF K83,selective logging,control,31,0.02489455,-0.003779582,0.053568682
3,TNF K83,selective logging,control,32,0.006087115,-0.001934699,0.01410893
3,TNF K83,selective logging,control,33,0.0147528,-0.011289811,0.040795412
3,TNF K83,selective logging,control,34,0.003967044,-0.000982815,0.008916902
3,TNF K83,selective logging,control,35,0.001307041,-0.001044874,0.003658957
3,TNF K83,selective logging,control,36,0.005103698,-0.000764381,0.010971776
3,TNF K83,selective logging,control,37,0.011984569,0.000279872,0.023689266
3,TNF K83,selective logging,control,38,0.031182925,-0.002888182,0.065254031
3,TNF K83,selective logging,control,39,0.064956789,-0.032182631,0.162096209
3,TNF K83,selective logging,control,40,0.007469512,-0.002869356,0.01780838
3,TNF K83,selective logging,control,41,0.006728151,-0.005055712,0.018512015
3,TNF K83,selective logging,control,42,0,0,0
3,TNF K83,selective logging,control,43,0,0,0
3,TNF K83,selective logging,control,44,0.005456517,-0.005238256,0.01615129
3,TNF K83,selective logging,control,45,0.001056013,-0.001013773,0.003125799
3,TNF K83,selective logging,control,46,0,0,0
3,TNF K83,selective logging,control,47,0,0,0
3,TNF K83,selective logging,control,48,0,0,0
3,TNF K83,selective logging,control,49,0,0,0
3,TNF K83,selective logging,control,50,0,0,0
3,TNF K83,selective logging,control,51,0,0,0
3,TNF K83,selective logging,control,52,0,0,0
3,TNF K83,selective logging,control,53,0,0,0
3,TNF K83,selective logging,control,54,0,0,0
3,TNF K83,selective logging,control,55,0,0,0
3,TNF K83,selective logging,control,56,0,0,0
3,TNF K83,selective logging,control,57,0,0,0
3,TNF K83,selective logging,control,58,0,0,0
3,TNF K83,selective logging,control,59,0,0,0
3,TNF K83,selective logging,control,60,0,0,0
3,TNF K83,selective logging,disturbed,1,0,0,0
3,TNF K83,selective logging,disturbed,2,0,0,0
3,TNF K83,selective logging,disturbed,3,0.024745988,0.009836734,0.039655242
3,TNF K83,selective logging,disturbed,4,0.362200565,0.266035763,0.458365367
3,TNF K83,selective logging,disturbed,5,0.463340931,0.351667444,0.575014418
3,TNF K83,selective logging,disturbed,6,0.464569764,0.343528669,0.585610858
3,TNF K83,selective logging,disturbed,7,0.49860352,0.403829386,0.593377654
3,TNF K83,selective logging,disturbed,8,0.527690768,0.384974981,0.670406556
3,TNF K83,selective logging,disturbed,9,0.437372645,0.32631569,0.5484296
3,TNF K83,selective logging,disturbed,10,0.368103883,0.272114801,0.464092966
3,TNF K83,selective logging,disturbed,11,0.292775993,0.195021295,0.390530691
3,TNF K83,selective logging,disturbed,12,0.345084023,0.229028308,0.461139738
3,TNF K83,selective logging,disturbed,13,0.359034922,0.233563236,0.484506607
3,TNF K83,selective logging,disturbed,14,0.262912134,0.16953098,0.356293287
3,TNF K83,selective logging,disturbed,15,0.189502418,0.125167714,0.253837123
3,TNF K83,selective logging,disturbed,16,0.156509211,0.093568506,0.219449917
3,TNF K83,selective logging,disturbed,17,0.154434688,0.091288238,0.217581139
3,TNF K83,selective logging,disturbed,18,0.127581204,0.068479791,0.186682618
3,TNF K83,selective logging,disturbed,19,0.099000453,0.044298383,0.153702523
3,TNF K83,selective logging,disturbed,20,0.094230143,0.047317148,0.141143138
3,TNF K83,selective logging,disturbed,21,0.071881946,0.039020067,0.104743826
3,TNF K83,selective logging,disturbed,22,0.073539653,0.037092947,0.109986359
3,TNF K83,selective logging,disturbed,23,0.105712826,0.055487515,0.155938137
3,TNF K83,selective logging,disturbed,24,0.090699794,0.03866337,0.142736218
3,TNF K83,selective logging,disturbed,25,0.058815463,0.023196354,0.094434572
3,TNF K83,selective logging,disturbed,26,0.029428344,0.000509582,0.058347106
3,TNF K83,selective logging,disturbed,27,0.042423813,0.003217647,0.08162998
3,TNF K83,selective logging,disturbed,28,0.032130841,0.003608356,0.060653326
3,TNF K83,selective logging,disturbed,29,0.026142793,0.00045372,0.051831867
3,TNF K83,selective logging,disturbed,30,0.006712542,-0.000864154,0.014289237
3,TNF K83,selective logging,disturbed,31,0.006571949,-0.000577033,0.01372093
3,TNF K83,selective logging,disturbed,32,0.019912783,-0.005544027,0.045369593
3,TNF K83,selective logging,disturbed,33,0.01076458,-0.001407882,0.022937042
3,TNF K83,selective logging,disturbed,34,0.01780422,-0.006386427,0.041994867
3,TNF K83,selective logging,disturbed,35,0.011144233,-0.006420671,0.028709136
3,TNF K83,selective logging,disturbed,36,0.000299526,-0.000287545,0.000886596
3,TNF K83,selective logging,disturbed,37,0,0,0
3,TNF K83,selective logging,disturbed,38,0.000121379,-0.000116524,0.000359283
3,TNF K83,selective logging,disturbed,39,0,0,0
3,TNF K83,selective logging,disturbed,40,0,0,0
3,TNF K83,selective logging,disturbed,41,0,0,0
3,TNF K83,selective logging,disturbed,42,0.001975935,-0.001896897,0.005848767
3,TNF K83,selective logging,disturbed,43,0,0,0
3,TNF K83,selective logging,disturbed,44,0,0,0
3,TNF K83,selective logging,disturbed,45,0,0,0
3,TNF K83,selective logging,disturbed,46,0,0,0
3,TNF K83,selective logging,disturbed,47,0,0,0
3,TNF K83,selective logging,disturbed,48,0,0,0
3,TNF K83,selective logging,disturbed,49,0,0,0
3,TNF K83,selective logging,disturbed,50,0,0,0
3,TNF K83,selective logging,disturbed,51,0,0,0
3,TNF K83,selective logging,disturbed,52,0,0,0
3,TNF K83,selective logging,disturbed,53,0,0,0
3,TNF K83,selective logging,disturbed,54,0,0,0
3,TNF K83,selective logging,disturbed,55,0,0,0
3,TNF K83,selective logging,disturbed,56,0,0,0
3,TNF K83,selective logging,disturbed,57,0,0,0
3,TNF K83,selective logging,disturbed,58,0,0,0
3,TNF K83,selective logging,disturbed,59,0,0,0
3,TNF K83,selective logging,disturbed,60,0,0,0
4,BDFFP (Florestal),fragmentation,control,1,0,0,0
4,BDFFP (Florestal),fragmentation,control,2,0,0,0
4,BDFFP (Florestal),fragmentation,control,3,0.296969117,0.263289543,0.330648691
4,BDFFP (Florestal),fragmentation,control,4,0.562783362,0.5146526,0.610914124
4,BDFFP (Florestal),fragmentation,control,5,0.347694981,0.306958356,0.388431606
4,BDFFP (Florestal),fragmentation,control,6,0.289056736,0.25212076,0.325992711
4,BDFFP (Florestal),fragmentation,control,7,0.26939563,0.23106835,0.307722909
4,BDFFP (Florestal),fragmentation,control,8,0.290764395,0.251321569,0.330207221
4,BDFFP (Florestal),fragmentation,control,9,0.277327817,0.237307969,0.317347664
4,BDFFP (Florestal),fragmentation,control,10,0.227287361,0.189946103,0.264628618
4,BDFFP (Florestal),fragmentation,control,11,0.214351271,0.183167649,0.245534894
4,BDFFP (Florestal),fragmentation,control,12,0.261657177,0.222558167,0.300756187
4,BDFFP (Florestal),fragmentation,control,13,0.207154667,0.167980061,0.246329273
4,BDFFP (Florestal),fragmentation,control,14,0.211266175,0.173378125,0.249154224
4,BDFFP (Florestal),fragmentation,control,15,0.233408782,0.195227543,0.271590021
4,BDFFP (Florestal),fragmentation,control,16,0.235282324,0.194475754,0.276088893
4,BDFFP (Florestal),fragmentation,control,17,0.231675891,0.191087095,0.272264687
4,BDFFP (Florestal),fragmentation,control,18,0.216949267,0.178532703,0.25536583
4,BDFFP (Florestal),fragmentation,control,19,0.194436947,0.158920616,0.229953277
4,BDFFP (Florestal),fragmentation,control,20,0.174375564,0.143279467,0.20547166
4,BDFFP (Florestal),fragmentation,control,21,0.172476053,0.141415564,0.203536541
4,BDFFP (Florestal),fragmentation,control,22,0.147052257,0.117533727,0.176570787
4,BDFFP (Florestal),fragmentation,control,23,0.149217175,0.118379579,0.180054772
4,BDFFP (Florestal),fragmentation,control,24,0.125535869,0.095068253,0.156003485
4,BDFFP (Florestal),fragmentation,control,25,0.115958528,0.084414108,0.147502948
4,BDFFP (Florestal),fragmentation,control,26,0.141696398,0.104211818,0.179180977
4,BDFFP (Florestal),fragmentation,control,27,0.123634432,0.090725301,0.156543564
4,BDFFP (Florestal),fragmentation,control,28,0.100532411,0.072339064,0.128725757
4,BDFFP (Florestal),fragmentation,control,29,0.06072208,0.037410365,0.084033796
4,BDFFP (Florestal),fragmentation,control,30,0.070303333,0.0492794,0.091327266
4,BDFFP (Florestal),fragmentation,control,31,0.063508167,0.040041897,0.086974437
4,BDFFP (Florestal),fragmentation,control,32,0.040219798,0.020880639,0.059558957
4,BDFFP (Florestal),fragmentation,control,33,0.013272651,0.004415037,0.022130265
4,BDFFP (Florestal),fragmentation,control,34,0.006339069,0.002556498,0.010121641
4,BDFFP (Florestal),fragmentation,control,35,0.016974492,0.003270139,0.030678845
4,BDFFP (Florestal),fragmentation,control,36,0.007595683,0.000637113,0.014554253
4,BDFFP (Florestal),fragmentation,control,37,0.002147032,-0.000722376,0.005016441
4,BDFFP (Florestal),fragmentation,control,38,0.004292386,-0.003103891,0.011688663
4,BDFFP (Florestal),fragmentation,control,39,0.001854934,-0.001665556,0.005375424
4,BDFFP (Florestal),fragmentation,control,40,0.000462105,-0.00044362,0.00136783
4,BDFFP (Florestal),fragmentation,control,41,0.002002429,-0.00183825,0.005843109
4,BDFFP (Florestal),fragmentation,control,42,0.000107389,-0.000103094,0.000317872
4,BDFFP (Florestal),fragmentation,control,43,0,0,0
4,BDFFP (Florestal),fragmentation,control,44,0,0,0
4,BDFFP (Florestal),fragmentation,control,45,0,0,0
